order_id,customer_id,order_date,order_status,currency,order_total,created_at,updated_at,etl_batch_id,source_system,source_record_id
3260afb6-9d30-5ed8-ac48-eaafe48fcf93,cf8d079c-eedb-5b11-8278-c151a49330ad,1996-05-07 00:00:00,Completed,USD,0.0,2026-05-20 19:35:54,,747aa92b-0f35-40de-b8cf-7390f4acbf48,northwind,nw_ord_10249
df14a8c4-222c-5f77-bf37-253c22b360d0,3691baa6-d6ce-52aa-aee4-3495c17ec5b9,1996-08-07 00:00:00,Completed,USD,0.0,2026-05-20 19:35:54,,747aa92b-0f35-40de-b8cf-7390f4acbf48,northwind,nw_ord_10251
17781bb0-d333-5945-a928-e4ef318af7e9,3e47f43e-5e33-5dee-9da7-e6f6fe4c5b5d,1996-07-18 00:00:00,Completed,USD,0.0,2026-05-20 19:35:54,,747aa92b-0f35-40de-b8cf-7390f4acbf48,northwind,nw_ord_10259
c21dce32-8d4b-529e-9d31-e22b308074b0,4db5d075-edad-5f31-b41c-0579dded1c46,1996-07-19 00:00:00,Completed,USD,0.0,2026-05-20 19:35:54,,747aa92b-0f35-40de-b8cf-7390f4acbf48,northwind,nw_ord_10260
b291f74a-c695-5817-b23a-ccf102a2ceeb,263118c5-e4bc-5f0d-96b3-7056224e3057,1996-07-19 00:00:00,Completed,USD,0.0,2026-05-20 19:35:54,,747aa92b-0f35-40de-b8cf-7390f4acbf48,northwind,nw_ord_10261
58462c52-e4d7-5cfc-a60c-d6b3a8b6485a,1d9402ee-bbd4-5f48-ad43-321d20d92c17,1996-07-22 00:00:00,Completed,USD,0.0,2026-05-20 19:35:54,,747aa92b-0f35-40de-b8cf-7390f4acbf48,northwind,nw_ord_10262
f88095aa-3937-5fd7-a372-75c593f8bc04,3bb9527f-d642-5df1-9c54-6e15d0b82348,1996-07-24 00:00:00,Completed,USD,0.0,2026-05-20 19:35:54,,747aa92b-0f35-40de-b8cf-7390f4acbf48,northwind,nw_ord_10264
38894f07-9353-5345-91ae-fafbfd3243bb,ce14ba7a-1417-5605-8a51-74fc0b2e03b3,1996-07-25 00:00:00,Completed,USD,0.0,2026-05-20 19:35:54,,747aa92b-0f35-40de-b8cf-7390f4acbf48,northwind,nw_ord_10265
5f3b2f37-224f-5893-8515-5338c9e91109,26f1e247-b2d0-5027-a6b5-96cee8c58b02,1996-07-31 00:00:00,Completed,USD,0.0,2026-05-20 19:35:54,,747aa92b-0f35-40de-b8cf-7390f4acbf48,northwind,nw_ord_10269
a72e4755-c2cf-546c-af70-7d90e9540496,b6319552-7538-5ade-9e3d-d594b75ebb97,1996-01-08 00:00:00,Completed,USD,0.0,2026-05-20 19:35:54,,747aa92b-0f35-40de-b8cf-7390f4acbf48,northwind,nw_ord_10271
c9b4a1f5-c0f6-5975-80cc-8d13d4fb6dad,44181159-f937-5e88-b8ec-cf2ff1f1f138,1996-05-08 00:00:00,Completed,USD,0.0,2026-05-20 19:35:54,,747aa92b-0f35-40de-b8cf-7390f4acbf48,northwind,nw_ord_10273
71389173-e0d2-5bb3-acd6-55ec2a502b66,1f7cd2cc-ff2b-50ab-a227-11f43d25606c,1996-09-08 00:00:00,Completed,USD,0.0,2026-05-20 19:35:54,,747aa92b-0f35-40de-b8cf-7390f4acbf48,northwind,nw_ord_10277
