product_id,sku,product_name,category,brand,list_price,is_active,attributes_json,created_at,updated_at,etl_batch_id,source_system,source_record_id
cb367f9d-cc0f-46cb-8044-ad4365b6cb14,DJ-MOB-SNA-SEL-111,Selfie Stick Monopod,mobile-accessories,SnapTech,12.99,1,,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_prod_111
4b049825-f61a-46f2-bb30-51c1013a6148,ITC-32,quos,Clothing,Meza-Harper,1801.15,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P32
45166ba7-b7f7-4a46-b98b-aa6f56030246,DJ-SPO-BRD-CRI-143,Cricket Bat,SPORTS-ACCESSORIES,,29.99,1,,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_prod_143
5413822b-dd25-4799-add9-089882f49265,ITC-43,excepturi,Food,Blankenship-Gallagher,2923.46,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P43
96245a04-a83e-458f-9a09-20253a229b5f,ITC-412,quod,Clothing,"Anderson, Ayala and Simon",4902.62,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P412
b67ff333-d587-4d2b-971b-c566a746def4,ITC-459,nesciunt,Food,Williams Group,1006.08,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P459
09526526-361b-4283-ae02-4ddca45ecff6,ITC-332,ullam,Clothing,White-Brown,275.24,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P332
70cdadc6-7823-48ab-a303-75e11d82bddd,NW-3,Aniseed Syrup,NorthwindCategory,Northwind,10.0,1,,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,nw_prod_3
67929d97-be20-4315-8e4a-9b3e5f79ffd0,DJ-LAP-ASU-ASU-079,Asus Zenbook Pro Dual Screen Laptop,,Asus,1799.99,1,,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_prod_79
71101bb7-f19c-4430-a08c-805088bf1afa,ITC-329,labore,Electronics,Martin Inc,2440.14,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P329
bf111159-d479-4593-baf1-93e8357bc2b0,NW-36,Inlagd Sill,NorthwindCategory,Northwind,19.0,1,,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,nw_prod_36
a9e02b13-de67-4209-baa4-f75459a9f741,Dj-Gro-Brd-Fis-024,Fish Steak,groceries,,14.99,1,,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_prod_24
bb953e8f-f570-42d3-b903-49f6fe8a564a,DJ-GRO-BRD-NES-034,Nescafe Coffee,groceries,,7.99,1,,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_prod_34
3c268fa7-1ce7-4a1e-ac24-fdc1445b9040,NW-64,Wimmers gute Semmelknödel,NorthwindCategory,Northwind,33.25,1,,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,nw_prod_64
12c8477a-9b5b-4f9f-a91a-2a7dae992cfc,ITC-1,repellat,Electronics,Hamilton LLC,822.58,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P1
3a18cccf-33e3-49cb-ab88-080979b128f1,DJ-KIT-BRD-CIT-054,Citrus Squeezer Yellow,kitchen-accessories,,8.99,1,,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_prod_54
c35537fd-24d7-4fba-b4ea-6dd81a342e74,ITC-404,incidunt,Electronics,Burke PLC,3281.18,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P404
2b901420-f015-4b10-a989-651aae2e2d66,ITC-452,magnam,Food,"Smith, Lopez and Serrano",1818.85,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P452
0be20dc6-896e-43ea-b3bf-88d76f16ea9e,ITC-39,voluptatem,Food,Davis-Woods,4244.31,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P39
c2224569-8e20-4f22-b64e-367219011ada,ITC-212,architecto,Electronics,Patton-Michael,2769.94,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P212
2a14564d-e8f8-42a1-892e-44e32155f79f,ITC-54,laudantium,Electronics,"Castro, Henderson and Robinson",325.63,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P54
eb7f6dac-2b6d-44b4-8836-513e7e18f549,DJ-KIT-BRD-TRE-067,Mug Tree Stand,kitchen-accessories,,15.99,1,,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_prod_67
ac27f47d-112b-4b08-beb3-ee49f74a5dcd,ITC-447,excepturi,Electronics,Erickson LLC,1742.86,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P447
9f806644-12af-42e4-8545-e9cf2e28335d,ITC-61,cupiditate,Clothing,"Porter, Perry and Ramos",797.58,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P61
6e5012be-f7ab-4bf6-8ad9-88892aedbd93,ITC-178,odit,Electronics,Tran-Martin,3905.05,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P178
1c654eb3-d1f2-4c94-a42b-c8d176de8699,ITC-400,recusandae,Electronics,Jones-Shelton,1995.86,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P400
83730a52-ef47-4ec1-9098-4ab4b23ac9d8,DJ-KIT-BRD-BLA-050,Black Whisk,kitchen-accessories,,9.99,1,,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_prod_50
85522119-7ea0-45a0-961b-67ec8d021e67,NW-54,Tourtière,NorthwindCategory,Northwind,7.45,1,,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,nw_prod_54
deb5f355-2860-418f-ae6f-f17084d98da4,ITC-319,illum,Food,"Owen, Moore and Armstrong",18174.04217542916,1,,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,P319
