order_id,customer_id,order_date,order_status,currency,order_total,created_at,updated_at,etl_batch_id,source_system,source_record_id
924cc56a-5853-4c7e-9ab2-66ad285dd933,c989b651-7619-46ed-9a15-bb8754a01933,2024-07-21 00:00:00,Pending,EGP,8681.8500,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O1846
da4b3dce-9b9b-43ac-82a8-321594810872,9f7ee61f-4662-40a1-9097-37ee2dd6a9bd,2025-11-19 00:00:00,Shipped,EGP,888.4400,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O428
c03a179b-5d47-42ab-83f9-5ca0c57f5b37,ebdea523-d443-4f99-b137-29c84546c260,2025-02-07 00:00:00,Pending,EGP,464.9800,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O1261
41063852-7e90-420a-b919-fa678c4b506d,d59eb700-e96f-4553-9c14-0220e27d3892,2025-07-26 00:00:00,Shipped,EGP,2423.0200,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O1310
33cfb40b-914a-413e-8388-0492e7bd473d,66723af6-6284-42e9-b9b1-a2374a64fc8c,1998-12-03 00:00:00,Completed,USD,0.0000,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,nw_ord_10946
5c4f3597-aef7-429f-9f4c-5d838112893d,ece20b21-f49c-4690-8ac8-52c7ade04bdd,2024-10-09 00:00:00,Cancelled,EGP,2041.8700,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O1614
a61ca242-0f7b-4584-b600-d20539c2c46a,8507947b-b29e-48b0-8464-fb1df016e2f9,2025-11-08 00:00:00,Pending,EGP,1091.6600,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O1075
e7673845-284a-4c3c-8b6d-f642e3d81f70,9d84f007-1295-435b-9872-3e2df80d2e8b,2025-05-27 00:00:00,Shipped,EGP,8904.3300,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O2093
a4b097ad-9281-4dd7-a837-c77c038df63b,6a46d863-19d8-4ef7-b38b-6a30b277ed86,2025-04-25 00:00:00,Shipped,EGP,4748.7800,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O2455
c6bb8873-b4d4-41a4-bab7-42b92101b253,b408f8f5-a00c-423e-bca7-4790ee627459,2024-06-16 00:00:00,Pending,EGP,1092.6800,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O202
07398201-ab58-4ba5-a11e-2a69dca7419e,686e726c-0090-4565-86d0-61b37a16825b,2024-09-24 00:00:00,Cancelled,EGP,237.0500,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O1892
69c88063-3d3e-40b1-9d78-1facf0349b16,7c66407f-3745-4ab1-8eb2-11eccd7a589d,1996-11-14 00:00:00,Completed,,0.0000,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,nw_ord_10354
8e2fe1e6-5797-4090-94f7-73a1be1afaf4,1b712876-6391-4182-831e-e9e8e10fd63a,2026-02-20 00:00:00,Shipped,EGP,9351.9000,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O1839
afab2ec3-cba5-4888-abab-7af4985237ec,b3da9d68-af96-4d5d-9f90-6a57230617a5,2026-04-29 00:00:00,Completed,USD,643.9100,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_cart_140
fddcfc54-2f91-4f40-a9e6-e303e6105996,d00ecb30-0035-4f27-a3f6-8714e2e55870,2025-05-21 00:00:00,Cancelled,EGP,5816.3200,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O509
535ebd45-8439-4044-ba7e-c2a7cfa95bbe,9b6a659f-b54a-4073-9945-6085bf73d9da,2024-11-05 00:00:00,Shipped,EGP,1923.1900,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O2855
9eb69b26-6edb-43df-963b-d5e21b24ed5a,1b84b3d0-a3f6-4935-822f-911f799e4caf,2024-11-17 00:00:00,Shipped,EGP,8944.3100,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O962
e2be686a-4530-4806-a6da-17dbd1a5c5eb,c5ea8fe4-5fc7-4f5c-a351-57e8278d5821,2025-02-28 00:00:00,Pending,EGP,6722.6700,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O1860
c0eef09c-e5af-44bc-970c-84536e2c20e1,f6e7aa6f-b3ac-4b02-a829-4ed4c3df0c4f,1998-02-19 00:00:00,,USD,0.0000,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,nw_ord_10896
58e0d29d-b79c-4d5d-9c5d-7ae8b8c47b76,917bcf35-18bf-4509-a75f-9e5f52ff3577,2026-04-29 00:00:00,Shipped,,8037.3100,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O2304
0673ba7e-2a4a-4dd2-8a72-aa19fd0ced92,02ba4b30-3d89-49f5-9020-2b14020ba5da,1996-11-22 00:00:00,Completed,USD,0.0000,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,nw_ord_10360
1168c726-4bf0-4caf-8e79-6f8d7fe0b9ec,443b2dd1-bf08-4ed5-bf1b-5cc489169976,1997-10-06 00:00:00,Completed,USD,0.0000,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,nw_ord_10564
48d4339e-4e94-4fec-930b-3da96dd4b404,ffa6f9de-fade-4139-833e-fb34bb136523,2025-12-22 00:00:00,Pending,EGP,2939.5500,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O2142
d69c53a2-ef44-4d23-894f-537c87bc5ce5,ad5c9996-16a6-419b-bc3d-27a18b2c9a84,2026-07-04 00:00:00,Cancelled,EGP,191.9700,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O2809
f8390201-3263-4fa4-a6f4-e6a672b64219,209d2fb9-b808-49c9-b02a-cb68d54d4074,2024-09-08 00:00:00,Cancelled,EGP,6077.7000,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O1823
bf2fe02b-d459-423a-9343-3b0ccab163ab,d2327195-d460-4d40-afc9-2224ecccb858,2026-09-01 00:00:00,Shipped,EGP,105.7500,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O1473
d7fe6a75-c7d2-4d13-a1f1-9f08367d394b,b43bc306-d080-44e2-917b-52b249a9d243,2025-02-21 00:00:00,Cancelled,EGP,366.5400,2026-05-20 19:35:56,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,O1571
aafc85ef-0c25-491a-899a-2eebaac0e912,80375c1d-1bea-4f56-846c-eacb7214dc04,1997-12-16 00:00:00,Completed,USD,0.0000,2026-05-20 19:35:54,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,nw_ord_10780
